initial: 116 - optimal_only_seed
[2022-04-11 16:31:09.316241]Total energy: 98913202.82851285
[2022-04-11 16:32:44.601951]Total energy: 99119543.61588712
[2022-04-11 16:34:18.686189]Total energy: 99105753.72757895
[2022-04-11 16:35:48.466836]Total energy: 99043785.2263718
[2022-04-11 16:37:15.364529]Total energy: 99167393.39497061
[2022-04-11 16:38:43.330740]Total energy: 99174320.96666616
[2022-04-11 16:40:20.015677]Total energy: 99190220.56707782
[2022-04-11 16:41:45.630891]Total energy: 99255328.1760101
[2022-04-11 16:43:12.121850]Total energy: 99224759.54293244
[2022-04-11 16:44:32.007891]Total energy: 99098108.59185979
[2022-04-11 16:45:50.674190]Total energy: 99277839.99895056
[2022-04-11 16:47:12.078017]Total energy: 99114034.73074989
[2022-04-11 16:48:37.748998]Total energy: 99158294.32610959
[2022-04-11 16:50:02.829639]Total energy: 99237633.22471848
[2022-04-11 16:51:30.922791]Total energy: 99068943.30439475
[2022-04-11 16:52:50.177890]Total energy: 99304720.62966272
[2022-04-11 16:54:05.902547]Total energy: 99217230.93993546
[2022-04-11 16:55:23.664634]Total energy: 99284355.7755247
[2022-04-11 16:56:41.783351]Total energy: 98928941.19489571
[2022-04-11 16:58:00.818291]Total energy: 99390452.8021938
[2022-04-11 16:59:20.851910]Total energy: 99103154.29199353
[2022-04-11 17:00:46.547542]Total energy: 99272047.73535419
[2022-04-11 17:02:13.311972]Total energy: 99187497.77084859
[2022-04-11 17:03:31.191418]Total energy: 99159017.46921942
[2022-04-11 17:04:52.678109]Total energy: 99110807.70214696
[2022-04-11 17:06:12.813933]Total energy: 99235627.53658272
[2022-04-11 17:07:33.496145]Total energy: 99006654.56742615
[2022-04-11 17:08:53.044950]Total energy: 99144546.13850184
[2022-04-11 17:10:10.464442]Total energy: 99212339.17437562
[2022-04-11 17:11:37.926363]Total energy: 99110612.11244431
[2022-04-11 17:13:08.315734]Total energy: 99134631.66110177
[2022-04-11 17:14:30.095829]Total energy: 99088755.70012249
[2022-04-11 17:15:50.173724]Total energy: 99159434.64242297
[2022-04-11 17:17:08.066748]Total energy: 99180996.27278323
[2022-04-11 17:18:30.618856]Total energy: 99114639.07346426
[2022-04-11 17:19:49.548276]Total energy: 99269915.19284728
[2022-04-11 17:21:17.633514]Total energy: 99137714.52205102
[2022-04-11 17:22:43.837389]Total energy: 99311605.71019922
[2022-04-11 17:24:05.265584]Total energy: 99148128.58081423
[2022-04-11 17:25:24.531934]Total energy: 99115503.61004688
[2022-04-11 17:26:44.429398]Total energy: 99210181.77834284
[2022-04-11 17:28:01.781722]Total energy: 99101053.70414452
[2022-04-11 17:29:18.966549]Total energy: 99105334.13173902
[2022-04-11 17:30:48.115555]Total energy: 99106269.50143754
[2022-04-11 17:32:16.225724]Total energy: 99111811.51411614
[2022-04-11 17:33:36.455448]Total energy: 99195305.36221361
[2022-04-11 17:34:55.308534]Total energy: 99196551.2455158
[2022-04-11 17:36:11.593362]Total energy: 99314738.90546843
[2022-04-11 17:37:29.016137]Total energy: 99159251.03971776
[2022-04-11 17:38:45.803413]Total energy: 99270037.04256648
[2022-04-11 17:40:03.185877]Total energy: 99181692.03651716
[2022-04-11 17:41:30.891090]Total energy: 99287170.24734066
[2022-04-11 17:42:48.974612]Total energy: 99207160.59389442
[2022-04-11 17:44:06.376404]Total energy: 99226161.01283433
[2022-04-11 17:45:25.155900]Total energy: 99169055.18974008
[2022-04-11 17:46:54.154755]Total energy: 99009779.83450551
[2022-04-11 17:48:11.189248]Total energy: 99189038.88637921
[2022-04-11 17:49:31.014458]Total energy: 99122578.29710746
[2022-04-11 17:50:52.895184]Total energy: 99093875.98101242
[2022-04-11 17:52:13.077928]Total energy: 99121628.9851937
[2022-04-11 17:53:33.504403]Total energy: 99131529.61878905
[2022-04-11 17:55:03.185368]Total energy: 99279101.65701437
[2022-04-11 17:56:22.190321]Total energy: 99139761.8278535
[2022-04-11 17:57:37.945797]Total energy: 99157723.34201013
[2022-04-11 17:58:56.094724]Total energy: 99074109.27673504
[2022-04-11 18:00:15.124274]Total energy: 98998637.53855288
[2022-04-11 18:01:37.198301]Total energy: 99049046.26499906
[2022-04-11 18:02:54.589478]Total energy: 99207203.38563645
[2022-04-11 18:04:11.062992]Total energy: 99048848.81674774
[2022-04-11 18:05:31.928951]Total energy: 99082820.033538
[2022-04-11 18:06:49.851874]Total energy: 99261271.35184468
[2022-04-11 18:08:09.343761]Total energy: 99028721.35680132
[2022-04-11 18:09:29.261299]Total energy: 99134244.81096864
[2022-04-11 18:10:56.089114]Total energy: 99021463.49418914
[2022-04-11 18:12:20.988710]Total energy: 99088039.4255896
[2022-04-11 18:13:37.821266]Total energy: 99076127.17183708
[2022-04-11 18:14:56.068159]Total energy: 99155951.51308465
[2022-04-11 18:16:12.699517]Total energy: 99034252.61014812
[2022-04-11 18:17:30.806771]Total energy: 99243549.48499267
[2022-04-11 18:18:50.677020]Total energy: 99193397.37435085
[2022-04-11 18:20:08.034184]Total energy: 99182531.0524337
[2022-04-11 18:21:33.137842]Total energy: 99198135.66310842
[2022-04-11 18:22:50.869367]Total energy: 99225877.10019983
[2022-04-11 18:24:11.991967]Total energy: 99100582.77746217
[2022-04-11 18:25:41.027536]Total energy: 99216818.48161434
[2022-04-11 18:27:05.754973]Total energy: 99086896.1639315
[2022-04-11 18:28:27.950169]Total energy: 99069361.57697092
[2022-04-11 18:29:42.737056]Total energy: 99110472.05752127
[2022-04-11 18:31:12.353751]Total energy: 99296648.09644568
[2022-04-11 18:32:37.771161]Total energy: 99120757.1537939
[2022-04-11 18:33:57.949667]Total energy: 99048941.72120897
[2022-04-11 18:35:11.074044]Total energy: 99236790.21924418
[2022-04-11 18:36:26.344487]Total energy: 99080037.29400665
[2022-04-11 18:37:42.013834]Total energy: 99066946.66552044
[2022-04-11 18:38:59.640674]Total energy: 99184627.03798091
[2022-04-11 18:40:17.740363]Total energy: 99226727.95403862
[2022-04-11 18:41:41.443018]Total energy: 99196096.81468849
[2022-04-11 18:43:02.531425]Total energy: 99082920.33041883
[2022-04-11 18:44:20.485404]Total energy: 99076768.23939642
[2022-04-11 18:45:37.850288]Total energy: 99168912.61646362
[2022-04-11 18:47:01.759749]Total energy: 99253189.16844648
[2022-04-11 18:48:27.063586]Total energy: 99230023.69307737
[2022-04-11 18:49:54.198848]Total energy: 99155250.31631434
[2022-04-11 18:51:49.190617]Total energy: 99244854.91842745
[2022-04-11 18:53:56.426140]Total energy: 99243467.9546533
[2022-04-11 18:55:51.259191]Total energy: 99130455.10919316
[2022-04-11 18:57:41.966619]Total energy: 99132444.51078351
[2022-04-11 18:59:51.348874]Total energy: 99137910.74796808
[2022-04-11 19:01:21.265680]Total energy: 99178641.17245212
[2022-04-11 19:02:49.250975]Total energy: 99215555.79308105
[2022-04-11 19:04:13.908498]Total energy: 99111809.09774359
[2022-04-11 19:05:35.009871]Total energy: 99093581.42126438
[2022-04-11 19:06:54.165175]Total energy: 99204723.69239104
[2022-04-11 19:08:12.473336]Total energy: 99239657.89361611
[2022-04-11 19:09:29.260530]Total energy: 99211668.16024995
[2022-04-11 19:10:53.626139]Total energy: 99008049.98584017
[2022-04-11 19:12:17.613065]Total energy: 99100594.60225117
[2022-04-11 19:13:38.017823]Total energy: 99236749.67237398
[2022-04-11 19:14:54.024089]Total energy: 99198394.37108238
[2022-04-11 19:16:09.964496]Total energy: 99242795.13728751
[2022-04-11 19:17:24.753855]Total energy: 99282801.25055994
[2022-04-11 19:18:40.557512]Total energy: 99092459.28148612
[2022-04-11 19:20:15.613863]Total energy: 99187654.96256256
[2022-04-11 19:21:39.397799]Total energy: 99009887.51220642
[2022-04-11 19:22:56.324994]Total energy: 99128749.16149461
[2022-04-11 19:24:30.871400]Total energy: 99222578.02459292
[2022-04-11 19:25:45.186620]Total energy: 99089107.56791003
[2022-04-11 19:27:01.816496]Total energy: 99160397.39982611
[2022-04-11 19:28:18.371486]Total energy: 99087749.44219178
[2022-04-11 19:29:34.721124]Total energy: 99151520.7587914
[2022-04-11 19:31:20.910616]Total energy: 99207549.73238127
[2022-04-11 19:32:46.537922]Total energy: 98962430.6891872
[2022-04-11 19:34:23.858169]Total energy: 98981838.84455779
[2022-04-11 19:35:39.158362]Total energy: 99061138.60454065
[2022-04-11 19:36:54.228850]Total energy: 99028635.43774664
[2022-04-11 19:38:10.102524]Total energy: 99020032.4812143
[2022-04-11 19:39:24.992809]Total energy: 99136570.35995272
[2022-04-11 19:40:50.301603]Total energy: 99208514.576723
[2022-04-11 19:42:16.455567]Total energy: 99169316.53291862
[2022-04-11 19:43:40.531225]Total energy: 99028889.63709
[2022-04-11 19:44:58.651919]Total energy: 99067800.17472073
[2022-04-11 19:46:13.351828]Total energy: 99033846.6825807
[2022-04-11 19:47:31.978322]Total energy: 99240946.09095396
[2022-04-11 19:48:48.582584]Total energy: 99246479.4064815
[2022-04-11 19:50:04.226455]Total energy: 99157971.69481026
[2022-04-11 19:51:35.821718]Total energy: 99121003.72574365
[2022-04-11 19:53:03.202343]Total energy: 98988935.6716242
[2022-04-11 19:54:21.370786]Total energy: 99128165.40432465
[2022-04-11 19:55:37.409055]Total energy: 99216053.96822926
[2022-04-11 19:56:53.251576]Total energy: 99100424.29552092
[2022-04-11 19:58:07.623893]Total energy: 99264699.32313006
[2022-04-11 19:59:24.863334]Total energy: 99151595.18222806
[2022-04-11 20:00:56.532920]Total energy: 99092264.44856821
[2022-04-11 20:02:13.373452]Total energy: 99017456.81708826
[2022-04-11 20:03:26.340930]Total energy: 99164697.69523394
[2022-04-11 20:04:38.665717]Total energy: 99177911.53299747
[2022-04-11 20:05:52.574291]Total energy: 99064769.33827889
[2022-04-11 20:07:04.495404]Total energy: 99095250.4146234
[2022-04-11 20:08:18.046747]Total energy: 99000417.4793207
[2022-04-11 20:09:29.434906]Total energy: 99099420.4408336
[2022-04-11 20:10:56.830869]Total energy: 99093145.66882351
[2022-04-11 20:12:20.892712]Total energy: 99229340.43970373
[2022-04-11 20:13:43.314270]Total energy: 99129737.85026047
[2022-04-11 20:14:58.443290]Total energy: 99110415.24860372
[2022-04-11 20:16:12.650152]Total energy: 99129375.14341213
[2022-04-11 20:17:29.804433]Total energy: 99101027.516273
[2022-04-11 20:18:42.996416]Total energy: 99152726.38322687
[2022-04-11 20:19:57.485489]Total energy: 99038277.36235908
[2022-04-11 20:21:31.280795]Total energy: 98953906.50142568
[2022-04-11 20:22:53.022895]Total energy: 99230997.82750882
[2022-04-11 20:24:09.666536]Total energy: 98940971.5365592
[2022-04-11 20:25:23.244565]Total energy: 99049842.14603424
[2022-04-11 20:26:37.575527]Total energy: 99052357.9050263
[2022-04-11 20:27:51.369694]Total energy: 99096285.67841764
[2022-04-11 20:29:08.383978]Total energy: 99210430.73600806
[2022-04-11 20:30:21.706396]Total energy: 99259552.48085551
[2022-04-11 20:31:53.765346]Total energy: 99235202.22107537
[2022-04-11 20:33:20.152813]Total energy: 99120270.1580919
[2022-04-11 20:34:37.471668]Total energy: 99095463.25939661
[2022-04-11 20:35:55.759810]Total energy: 99046661.4766975
[2022-04-11 20:37:09.730788]Total energy: 99191787.02600695
[2022-04-11 20:38:23.447979]Total energy: 99111107.85572185
[2022-04-11 20:39:39.040549]Total energy: 99050873.71322682
[2022-04-11 20:41:02.557081]Total energy: 99135017.72450158
[2022-04-11 20:42:24.950272]Total energy: 99161712.22786881
[2022-04-11 20:43:41.744536]Total energy: 99120444.39919962
[2022-04-11 21:23:17.001787]Total energy: 99208848.3599253
[2022-04-11 21:24:36.689761]Total energy: 99042421.46176279
[2022-04-11 21:25:58.134580]Total energy: 99176348.42358096
[2022-04-11 21:27:18.774344]Total energy: 99193013.78609623
[2022-04-11 21:28:42.684998]Total energy: 99265187.6652568
[2022-04-11 21:30:06.749446]Total energy: 99098112.8168908
[2022-04-11 21:31:28.962376]Total energy: 99309195.47059003
[2022-04-11 21:32:50.502801]Total energy: 99206325.26694305
[2022-04-11 21:34:08.584725]Total energy: 99230366.7394139
[2022-04-11 21:35:28.977824]Total energy: 99273026.63429826
[2022-04-11 21:36:51.134743]Total energy: 99084920.64786002
[2022-04-11 21:38:18.973384]Total energy: 99177082.95573863
[2022-04-11 21:39:39.911275]Total energy: 98998100.00779837
[2022-04-11 21:40:59.328515]Total energy: 99230481.61609872
[2022-04-11 21:42:20.452102]Total energy: 99218710.26025277
[2022-04-11 21:43:41.096658]Total energy: 99154992.75294061
[2022-04-11 21:45:07.498709]Total energy: 99225528.49276227
[2022-04-11 21:46:28.639613]Total energy: 99137722.48665905
[2022-04-11 21:47:51.434309]Total energy: 99192343.23194033
[2022-04-11 21:49:15.345471]Total energy: 99212835.04040362
[2022-04-11 21:50:34.431180]Total energy: 99187802.17226793
[2022-04-11 21:51:52.940701]Total energy: 99030769.02823807
[2022-04-11 21:53:12.357126]Total energy: 99222048.79592487
[2022-04-11 21:54:34.497520]Total energy: 99131609.6887696
[2022-04-11 21:55:54.850713]Total energy: 99124102.94247095
[2022-04-11 21:57:16.331977]Total energy: 99159322.86776145
[2022-04-11 21:58:36.581579]Total energy: 99262367.50820735
[2022-04-11 21:59:58.201406]Total energy: 99275832.22941825
[2022-04-11 22:01:19.976315]Total energy: 99109459.14529812
[2022-04-11 22:02:40.696491]Total energy: 99001885.69385158
[2022-04-11 22:04:01.744564]Total energy: 99096475.67540078
[2022-04-11 22:05:23.325044]Total energy: 99308426.55247551
[2022-04-11 22:06:45.259010]Total energy: 99156820.71496598
[2022-04-11 22:08:06.577809]Total energy: 99150163.51739769
[2022-04-11 22:09:28.046056]Total energy: 99224111.74546954
[2022-04-11 22:10:51.650879]Total energy: 99275224.27754493
[2022-04-11 22:12:13.065356]Total energy: 99210568.04114267
[2022-04-11 22:13:33.787629]Total energy: 99016087.82560419
[2022-04-11 22:15:10.511456]Total energy: 99153633.67907989
[2022-04-11 22:16:33.770513]Total energy: 99252970.81047179
[2022-04-11 22:17:56.516606]Total energy: 99155498.94588843
[2022-04-11 22:19:23.002035]Total energy: 99082337.76719499
[2022-04-11 22:20:41.825840]Total energy: 99042449.4718863
[2022-04-11 22:22:06.336081]Total energy: 99189513.8192405
[2022-04-11 22:23:24.954697]Total energy: 99264076.75022778
[2022-04-11 22:24:44.300448]Total energy: 99308910.84263627
[2022-04-11 22:26:07.667585]Total energy: 99236128.3357486
[2022-04-11 22:27:28.972165]Total energy: 99120176.61994013
[2022-04-11 22:28:48.437574]Total energy: 99075874.52546638
[2022-04-11 22:30:10.594301]Total energy: 99136773.60266957
[2022-04-11 22:31:33.111810]Total energy: 99049764.3225854
[2022-04-11 22:32:48.424551]Total energy: 99086375.70778465
[2022-04-11 22:34:01.342126]Total energy: 99180211.34546538
[2022-04-11 22:35:13.032298]Total energy: 99174915.7496679
[2022-04-11 22:36:24.701948]Total energy: 99102548.8644532
[2022-04-11 22:37:47.083412]Total energy: 99072928.22143708
[2022-04-11 22:38:59.943639]Total energy: 99014843.46146381
[2022-04-11 22:40:12.206413]Total energy: 98953770.81355281
[2022-04-11 22:41:27.610086]Total energy: 99034188.28366578
[2022-04-11 22:42:39.353611]Total energy: 99079317.8995563
[2022-04-11 22:43:53.330679]Total energy: 99217030.76947723
[2022-04-11 22:45:04.845327]Total energy: 99348029.68457587
[2022-04-11 22:46:16.768961]Total energy: 99258038.07307035
[2022-04-11 22:47:29.868091]Total energy: 99075899.11370596
[2022-04-11 22:48:44.846128]Total energy: 99215059.09732713
[2022-04-11 22:49:57.959622]Total energy: 99108663.92281911
[2022-04-11 22:51:13.779080]Total energy: 99258100.3561318
[2022-04-11 22:52:32.526147]Total energy: 99162040.70974672
[2022-04-11 22:53:49.809922]Total energy: 99069277.36595474
[2022-04-11 22:55:08.302160]Total energy: 99103882.67852573
[2022-04-11 22:56:25.928421]Total energy: 99272438.0418025
[2022-04-11 22:57:45.820494]Total energy: 99195971.87490532
[2022-04-11 22:59:04.622747]Total energy: 99047519.25064157
[2022-04-11 23:00:22.836088]Total energy: 99181827.49769619
[2022-04-11 23:01:41.894166]Total energy: 99206322.85521269
[2022-04-11 23:03:00.457567]Total energy: 99264218.22630265
[2022-04-11 23:04:18.070006]Total energy: 99140809.31734912
[2022-04-11 23:05:36.265895]Total energy: 99331559.81488311
[2022-04-11 23:06:54.479906]Total energy: 99283002.14116341
[2022-04-11 23:08:11.582822]Total energy: 99099287.2697208
[2022-04-11 23:09:32.254903]Total energy: 99139500.09379226
[2022-04-11 23:10:51.441110]Total energy: 99098396.25050738
[2022-04-11 23:12:11.243589]Total energy: 99118792.7667644
[2022-04-11 23:13:26.302726]Total energy: 99159069.67623775
[2022-04-11 23:14:40.585054]Total energy: 99037127.08549932
[2022-04-11 23:15:56.753620]Total energy: 99125887.9167048
[2022-04-11 23:17:10.941870]Total energy: 99280723.20360024
[2022-04-11 23:18:25.757433]Total energy: 99223406.62809168
[2022-04-11 23:19:38.986237]Total energy: 99097052.55951233
[2022-04-11 23:21:05.074503]Total energy: 99065262.15710492
[2022-04-11 23:22:23.258500]Total energy: 99259904.51428136
[2022-04-11 23:23:37.911575]Total energy: 99064255.75022344
[2022-04-11 23:24:51.729329]Total energy: 99181610.53882787
[2022-04-11 23:26:05.351822]Total energy: 99015340.62793088
[2022-04-11 23:27:18.645515]Total energy: 99204371.12690307
[2022-04-11 23:28:33.710135]Total energy: 99194664.00611256
[2022-04-11 23:29:52.583467]Total energy: 98937165.21074748
[2022-04-11 23:31:16.444038]Total energy: 99303165.42722794
[2022-04-11 23:32:43.603191]Total energy: 99177457.22498208
[2022-04-11 23:34:03.342239]Total energy: 99076107.14496337
[2022-04-11 23:35:23.182142]Total energy: 99246472.81328303
[2022-04-11 23:36:43.136818]Total energy: 99080878.2894316
[2022-04-11 23:37:59.565589]Total energy: 99233002.55192693
[2022-04-11 23:39:16.807208]Total energy: 99152350.03703442
[2022-04-11 23:40:43.361027]Total energy: 98937937.20253098
[2022-04-11 23:42:02.643980]Total energy: 99174136.17894092
[2022-04-11 23:43:19.666222]Total energy: 99091329.76371625
[2022-04-11 23:44:36.850877]Total energy: 99045837.23857175
[2022-04-11 23:45:54.586978]Total energy: 99251401.61160332
[2022-04-11 23:47:10.206112]Total energy: 99016879.83520764
[2022-04-11 23:48:26.254602]Total energy: 99149495.21859717
[2022-04-11 23:49:44.827386]Total energy: 99210817.49296103
[2022-04-11 23:51:05.812247]Total energy: 99040909.96719952
[2022-04-11 23:52:30.750551]Total energy: 98941522.63893656
[2022-04-11 23:53:49.740765]Total energy: 99011964.37560396
[2022-04-11 23:55:04.034336]Total energy: 99052391.10240719
[2022-04-11 23:56:19.167809]Total energy: 99246144.85489419
[2022-04-11 23:57:36.194125]Total energy: 99166224.01354015
[2022-04-11 23:58:56.869323]Total energy: 99096722.1837898
[2022-04-12 00:00:13.394787]Total energy: 99256523.75841619
[2022-04-12 00:01:27.996444]Total energy: 99179382.00469711
[2022-04-12 00:02:45.150020]Total energy: 99222862.9892863
[2022-04-12 00:03:59.778147]Total energy: 99154228.08094342
[2022-04-12 00:05:13.779395]Total energy: 98996738.49774328
[2022-04-12 00:06:27.359274]Total energy: 99043412.58630937
[2022-04-12 00:07:41.583861]Total energy: 99106236.17421779
[2022-04-12 00:09:02.204847]Total energy: 99106283.7839849
[2022-04-12 00:10:15.589312]Total energy: 99066893.30722237
[2022-04-12 00:11:35.934053]Total energy: 99051172.3829662
[2022-04-12 00:12:51.439910]Total energy: 99118396.4426114
[2022-04-12 00:14:04.537148]Total energy: 99214119.12947153
[2022-04-12 00:15:17.714111]Total energy: 99184203.53428121
[2022-04-12 00:16:30.898553]Total energy: 99102832.60567783
[2022-04-12 00:17:43.583358]Total energy: 99241273.69030076
[2022-04-12 00:18:57.656829]Total energy: 99150889.10319898
[2022-04-12 00:20:10.628663]Total energy: 99113028.38591856
[2022-04-12 00:21:24.351930]Total energy: 99171551.19416246
[2022-04-12 00:22:41.866841]Total energy: 99125472.28394204
[2022-04-12 00:23:59.025717]Total energy: 99091926.24227822
[2022-04-12 00:25:15.371568]Total energy: 98999987.76910631
[2022-04-12 00:26:32.232819]Total energy: 99031535.73157296
[2022-04-12 00:27:52.183362]Total energy: 99222351.92583542
[2022-04-12 00:29:06.526519]Total energy: 99250507.30025257
[2022-04-12 00:30:36.626365]Total energy: 99232258.65208279
[2022-04-12 00:31:55.344139]Total energy: 99167847.02162388
[2022-04-12 00:33:09.326023]Total energy: 99103705.53590986
[2022-04-12 00:34:26.981144]Total energy: 99039015.95358278
[2022-04-12 00:35:43.769171]Total energy: 99058904.92821573
[2022-04-12 00:37:00.647118]Total energy: 99136167.41279714
[2022-04-12 00:38:18.608298]Total energy: 99069605.8564391
[2022-04-12 00:39:33.964749]Total energy: 99139934.74714985
[2022-04-12 00:40:55.928339]Total energy: 99076996.86469616
[2022-04-12 00:42:13.747421]Total energy: 99146965.23657623
[2022-04-12 00:43:28.260922]Total energy: 99128609.21189316
[2022-04-12 00:44:44.889359]Total energy: 99177689.10892741
[2022-04-12 00:46:01.145434]Total energy: 99102235.46449263
[2022-04-12 00:47:21.030607]Total energy: 99170706.59626108
[2022-04-12 00:48:47.171118]Total energy: 99088677.38952121
[2022-04-12 00:50:06.961599]Total energy: 99155268.32687075
[2022-04-12 00:51:27.446670]Total energy: 99111098.53994715
[2022-04-12 00:52:47.915186]Total energy: 99118850.15645094
[2022-04-12 00:54:08.054320]Total energy: 99236105.41763762
[2022-04-12 00:55:29.178835]Total energy: 99126829.91421956
[2022-04-12 00:56:49.732757]Total energy: 99107161.28739673
[2022-04-12 00:58:06.045525]Total energy: 98941165.55856769
[2022-04-12 00:59:21.055923]Total energy: 99207789.20768431
[2022-04-12 01:00:51.735558]Total energy: 99093610.7950418
[2022-04-12 01:02:11.228765]Total energy: 99119717.66857499
[2022-04-12 01:03:26.429255]Total energy: 99089008.08417022
[2022-04-12 01:04:43.910754]Total energy: 99224923.46291128
[2022-04-12 01:05:59.215254]Total energy: 99074387.07014793
[2022-04-12 01:07:15.251914]Total energy: 99292576.26467124
[2022-04-12 01:08:33.838694]Total energy: 99149635.02780648
[2022-04-12 01:09:49.779511]Total energy: 99114918.50478113
[2022-04-12 01:11:15.593031]Total energy: 99085200.38757308
[2022-04-12 01:12:34.305089]Total energy: 99099859.7080177
[2022-04-12 01:13:49.936095]Total energy: 99122360.78049827
[2022-04-12 01:15:06.619622]Total energy: 99253264.0943306
[2022-04-12 01:16:27.068903]Total energy: 98947711.15830263
[2022-04-12 01:17:47.574291]Total energy: 99162624.67972724
[2022-04-12 01:19:08.445799]Total energy: 99169442.58261114
[2022-04-12 01:20:42.316120]Total energy: 99205373.99609524
[2022-04-12 01:22:05.189112]Total energy: 99161118.2184857
[2022-04-12 01:23:20.464180]Total energy: 99314509.86436407
[2022-04-12 01:24:39.956333]Total energy: 99150250.0511486
[2022-04-12 01:26:03.154284]Total energy: 99242668.86431964
[2022-04-12 01:27:23.628820]Total energy: 99045838.35471894
[2022-04-12 01:28:43.514742]Total energy: 99110567.60579291
[2022-04-12 01:30:04.438907]Total energy: 99190682.12357533
[2022-04-12 01:31:22.556358]Total energy: 99137980.70427842
[2022-04-12 01:32:44.193333]Total energy: 99138572.02306879
[2022-04-12 01:34:02.905946]Total energy: 99279760.70553027
[2022-04-12 01:35:25.068495]Total energy: 99143598.31304158
[2022-04-12 01:36:43.960251]Total energy: 99191250.27825248
[2022-04-12 01:37:58.271775]Total energy: 98956774.79087262
[2022-04-12 01:39:13.738911]Total energy: 99045511.23693828
[2022-04-12 01:40:42.538033]Total energy: 99098019.86952314
[2022-04-12 01:42:02.251290]Total energy: 99058365.83184695
[2022-04-12 01:43:15.781640]Total energy: 99228843.8373847
[2022-04-12 01:44:30.170816]Total energy: 99017968.73084322
[2022-04-12 01:45:47.188942]Total energy: 99065026.28726421
[2022-04-12 01:47:02.930478]Total energy: 99188222.99371587
[2022-04-12 01:48:17.437201]Total energy: 99168527.45576178
[2022-04-12 01:49:30.861557]Total energy: 99114829.1453034
[2022-04-12 01:50:44.906129]Total energy: 99004121.01130144
[2022-04-12 01:52:02.740167]Total energy: 99220616.47288227
[2022-04-12 01:53:19.619672]Total energy: 99006228.09131338
[2022-04-12 01:54:35.870897]Total energy: 99041417.71669462
[2022-04-12 01:55:53.710309]Total energy: 99088311.85701984
[2022-04-12 01:57:13.824219]Total energy: 99054862.88059211
[2022-04-12 01:58:33.170057]Total energy: 99244787.02184504
[2022-04-12 01:59:47.456767]Total energy: 99097153.3743192
[2022-04-12 02:01:09.674323]Total energy: 99235921.20213766
[2022-04-12 02:02:25.415284]Total energy: 99015768.79249644
[2022-04-12 02:03:40.526685]Total energy: 98993575.79259066
[2022-04-12 02:04:56.363057]Total energy: 99203763.3086252
[2022-04-12 02:06:17.508857]Total energy: 99155615.81910466
[2022-04-12 02:07:34.214978]Total energy: 99147139.09462792
[2022-04-12 02:08:50.311712]Total energy: 99251382.58636343
[2022-04-12 02:10:09.137361]Total energy: 99130917.89703768
[2022-04-12 02:11:33.568018]Total energy: 98950949.29127482
[2022-04-12 02:12:55.539140]Total energy: 99102287.92353772
[2022-04-12 02:14:14.614779]Total energy: 99133758.7632217
[2022-04-12 02:15:38.574275]Total energy: 99089638.01890576
[2022-04-12 02:17:04.603565]Total energy: 99028197.43822144
[2022-04-12 02:18:18.730068]Total energy: 99043441.51891679
[2022-04-12 02:19:33.159334]Total energy: 99332314.80889186
[2022-04-12 02:20:58.811977]Total energy: 99231808.2804648
[2022-04-12 02:22:23.111352]Total energy: 99265347.19960944
[2022-04-12 02:23:37.741411]Total energy: 99118710.827486
[2022-04-12 02:24:54.901643]Total energy: 99055545.95018989
[2022-04-12 02:26:11.266431]Total energy: 99273458.1472012
[2022-04-12 02:27:27.013960]Total energy: 99162107.0003562
[2022-04-12 02:28:41.719696]Total energy: 99197845.64185317
[2022-04-12 02:29:58.164093]Total energy: 99166709.49612172
[2022-04-12 02:31:18.557076]Total energy: 99223176.42605676
[2022-04-12 02:32:41.702344]Total energy: 99048674.823938
[2022-04-12 02:33:59.267565]Total energy: 99203101.44212939
[2022-04-12 02:35:20.067304]Total energy: 99046967.85951303
[2022-04-12 02:36:41.787138]Total energy: 99328455.03584176
[2022-04-12 02:38:01.418608]Total energy: 99205198.60411116
[2022-04-12 02:39:16.114636]Total energy: 99119450.3532827
[2022-04-12 02:40:44.350810]Total energy: 99165335.52147663
[2022-04-12 02:42:08.368421]Total energy: 99115979.62550594
[2022-04-12 02:43:29.446117]Total energy: 99095373.54001851
[2022-04-12 02:44:49.168731]Total energy: 99075625.10804193
[2022-04-12 02:46:09.475850]Total energy: 99005266.34414628
[2022-04-12 02:47:29.319635]Total energy: 99209689.82968526
[2022-04-12 02:48:50.090925]Total energy: 99101358.62425354
[2022-04-12 02:50:10.275413]Total energy: 99149699.25803515
[2022-04-12 02:51:41.186753]Total energy: 99230843.47284193
[2022-04-12 02:53:04.125760]Total energy: 99151165.41269876
[2022-04-12 02:54:25.731540]Total energy: 99138228.47667015
[2022-04-12 02:55:47.467037]Total energy: 99118899.44512327
[2022-04-12 02:57:08.316789]Total energy: 99048708.63898987
[2022-04-12 02:58:33.050714]Total energy: 99049349.06740454
[2022-04-12 02:59:57.007667]Total energy: 99156298.77027924
[2022-04-12 03:01:21.521910]Total energy: 99233624.38462466
[2022-04-12 03:02:37.262646]Total energy: 99018932.15319696
[2022-04-12 03:03:56.740544]Total energy: 99204240.91632816
[2022-04-12 03:05:12.812254]Total energy: 99168205.05494595
[2022-04-12 03:06:28.279674]Total energy: 99204939.39353278
[2022-04-12 03:07:44.738660]Total energy: 99158348.99090888
[2022-04-12 03:09:02.686141]Total energy: 99171062.41768637
[2022-04-12 03:10:21.651208]Total energy: 99199902.3507748
