initial: all - optimal_only_all
[2022-04-10 05:19:53.598290]Total energy: 31024930.077753276
[2022-04-10 05:20:56.723167]Total energy: 31031994.153219953
[2022-04-10 05:22:17.617395]Total energy: 31068441.48617143
[2022-04-10 05:23:20.737622]Total energy: 31016222.125332195
[2022-04-10 05:24:19.718764]Total energy: 31009542.298014432
[2022-04-10 05:25:18.104738]Total energy: 30998988.661389705
[2022-04-10 05:26:18.062736]Total energy: 31017580.382436097
[2022-04-10 05:27:19.445075]Total energy: 31006761.691893287
[2022-04-10 05:28:22.025314]Total energy: 31003654.992726497
[2022-04-10 05:29:09.132643]Total energy: 31027175.48849036
[2022-04-10 05:29:54.758953]Total energy: 31023904.58892952
[2022-04-10 05:30:38.520947]Total energy: 31020095.449913017
[2022-04-10 05:31:22.771186]Total energy: 30988278.507033505
[2022-04-10 05:32:06.544799]Total energy: 31000009.35565556
[2022-04-10 05:32:50.361414]Total energy: 31021442.75893153
[2022-04-10 05:33:34.168236]Total energy: 30993976.236338932
[2022-04-10 05:34:17.800477]Total energy: 30979043.71680042
[2022-04-10 05:35:02.172333]Total energy: 30988710.86624817
[2022-04-10 05:35:45.425638]Total energy: 31076167.301572897
[2022-04-10 05:36:29.350291]Total energy: 31016568.179120168
[2022-04-10 05:37:13.155326]Total energy: 31034425.340950407
[2022-04-10 05:37:57.323439]Total energy: 30997528.503698327
[2022-04-10 05:38:40.721736]Total energy: 30988610.41515529
[2022-04-10 05:39:24.464894]Total energy: 30994661.480454605
[2022-04-10 05:40:08.071588]Total energy: 31032712.789655235
[2022-04-10 05:41:23.532267]Total energy: 31013221.119242623
[2022-04-10 05:42:50.807452]Total energy: 31038658.57776274
[2022-04-10 05:43:58.086392]Total energy: 31004050.207316406
[2022-04-10 05:44:50.072560]Total energy: 31060260.812546987
[2022-04-10 05:45:48.632047]Total energy: 31002992.594051663
[2022-04-10 05:46:41.540152]Total energy: 31033711.939411193
[2022-04-10 05:47:40.222768]Total energy: 31006741.69090072
[2022-04-10 05:48:36.172496]Total energy: 31021800.54031083
[2022-04-10 05:49:26.307025]Total energy: 31014739.056336045
[2022-04-10 05:50:09.951535]Total energy: 31027408.147437796
[2022-04-10 05:50:53.783193]Total energy: 31040572.16019212
[2022-04-10 05:51:37.699221]Total energy: 31025061.772640985
[2022-04-10 05:52:22.348285]Total energy: 30975601.70558907
[2022-04-10 05:53:05.926992]Total energy: 31038172.93680407
[2022-04-10 05:53:49.547115]Total energy: 31043790.650308218
[2022-04-10 05:54:33.315994]Total energy: 30985989.914728027
[2022-04-10 05:55:16.940732]Total energy: 31029398.208739746
[2022-04-10 05:56:00.733093]Total energy: 31045124.28962245
[2022-04-10 05:56:44.708280]Total energy: 30968545.058460847
[2022-04-10 05:57:31.115687]Total energy: 30913018.765868142
[2022-04-10 05:58:15.243486]Total energy: 30980661.81536721
[2022-04-10 05:58:59.033727]Total energy: 30968443.055288248
[2022-04-10 05:59:42.877118]Total energy: 30968330.343274016
[2022-04-10 06:00:37.800716]Total energy: 30969526.933352355
[2022-04-10 06:01:36.007944]Total energy: 30962828.13560013
[2022-04-10 06:02:35.799067]Total energy: 30996827.375746153
[2022-04-10 06:03:39.365037]Total energy: 30982332.867031273
[2022-04-10 06:04:39.531902]Total energy: 30981384.536329832
[2022-04-10 06:05:27.384891]Total energy: 30999407.648534823
[2022-04-10 06:06:11.760655]Total energy: 30948543.517191824
[2022-04-10 06:06:56.618554]Total energy: 30915676.72699443
[2022-04-10 06:07:40.737294]Total energy: 30966259.513377402
[2022-04-10 06:08:24.954897]Total energy: 30979278.664799344
[2022-04-10 06:09:08.964673]Total energy: 30959676.442749508
[2022-04-10 06:09:52.927670]Total energy: 31002879.146109153
[2022-04-10 06:10:36.927312]Total energy: 30997534.810464203
[2022-04-10 06:11:20.354995]Total energy: 30928580.791004386
[2022-04-10 06:12:04.714625]Total energy: 30935529.107037306
[2022-04-10 06:12:48.374351]Total energy: 30966756.07418312
[2022-04-10 06:13:32.388166]Total energy: 30971697.32501173
[2022-04-10 06:14:15.777969]Total energy: 30971819.782427993
[2022-04-10 06:14:59.619923]Total energy: 30967721.888081662
[2022-04-10 06:15:43.479851]Total energy: 30991125.890333302
[2022-04-10 06:16:27.341837]Total energy: 30970474.37984953
[2022-04-10 06:17:11.604926]Total energy: 30938155.554810967
[2022-04-10 06:17:55.339240]Total energy: 30954287.68458622
[2022-04-10 06:18:39.388733]Total energy: 30967349.57935255
[2022-04-10 06:19:22.789078]Total energy: 30996954.686640196
[2022-04-10 06:20:07.151806]Total energy: 30912777.595914017
[2022-04-10 06:21:15.904880]Total energy: 30968375.113021642
[2022-04-10 06:22:24.112183]Total energy: 30938297.38972212
[2022-04-10 06:23:26.392995]Total energy: 30933822.89444901
[2022-04-10 06:24:17.496954]Total energy: 30946193.779497754
[2022-04-10 06:25:06.494847]Total energy: 30952062.443346348
[2022-04-10 06:25:50.218753]Total energy: 30976608.70253993
[2022-04-10 06:26:34.521936]Total energy: 30907707.846089635
[2022-04-10 06:27:18.098589]Total energy: 30954574.923097044
[2022-04-10 06:28:01.702265]Total energy: 30930629.488503397
[2022-04-10 06:28:45.371913]Total energy: 30911855.42542965
[2022-04-10 06:29:30.206595]Total energy: 30941259.84322752
[2022-04-10 06:30:14.032955]Total energy: 30927836.685442742
[2022-04-10 06:31:22.272622]Total energy: 30910329.145483382
[2022-04-10 06:32:38.790320]Total energy: 30937451.373764135
[2022-04-10 06:33:22.991276]Total energy: 30912364.360459916
[2022-04-10 06:34:07.105022]Total energy: 30942579.17556504
[2022-04-10 06:34:51.166131]Total energy: 30933601.37355877
[2022-04-10 06:35:39.081197]Total energy: 30892597.422677502
[2022-04-10 06:36:22.873530]Total energy: 30865213.62591656
[2022-04-10 06:37:07.543495]Total energy: 30890085.797031876
[2022-04-10 06:37:51.413672]Total energy: 30897687.0910123
[2022-04-10 06:38:34.854020]Total energy: 30874299.140114803
[2022-04-10 06:39:18.650180]Total energy: 30910520.85068035
[2022-04-10 06:40:02.769252]Total energy: 30841110.899721894
[2022-04-10 06:41:17.185930]Total energy: 30845155.342148423
[2022-04-10 06:42:25.573868]Total energy: 30919457.96084111
[2022-04-10 06:43:22.889832]Total energy: 30883839.363063782
[2022-04-10 06:44:18.008911]Total energy: 30920740.304994944
[2022-04-10 06:45:10.176825]Total energy: 30861983.429970022
[2022-04-10 06:46:05.206614]Total energy: 30903243.477720544
[2022-04-10 06:47:01.409517]Total energy: 30888073.42884562
[2022-04-10 06:47:57.664586]Total energy: 30855209.073638067
[2022-04-10 06:48:41.857642]Total energy: 30897243.85611196
[2022-04-10 06:49:28.096311]Total energy: 30898488.494144063
[2022-04-10 06:50:12.330095]Total energy: 30861862.959015522
[2022-04-10 06:50:56.102798]Total energy: 30931581.15357783
[2022-04-10 06:51:40.080164]Total energy: 30906966.084048297
[2022-04-10 06:52:24.399376]Total energy: 30901041.894949097
[2022-04-10 06:53:08.422943]Total energy: 30901628.81154679
[2022-04-10 06:53:52.410110]Total energy: 30879274.41520042
[2022-04-10 06:54:36.216628]Total energy: 30882046.136630293
[2022-04-10 06:55:19.961631]Total energy: 30887378.93919497
[2022-04-10 06:56:03.903294]Total energy: 30899561.986828342
[2022-04-10 06:56:48.467969]Total energy: 30883580.577633984
[2022-04-10 06:57:32.597818]Total energy: 30898448.792320117
[2022-04-10 06:58:16.462628]Total energy: 30926355.74802273
[2022-04-10 06:59:00.526749]Total energy: 30885177.2616468
[2022-04-10 06:59:44.661002]Total energy: 30930386.060612265
[2022-04-10 07:00:55.948083]Total energy: 30921419.296027876
[2022-04-10 07:02:10.720531]Total energy: 30900578.219739318
[2022-04-10 07:03:10.868535]Total energy: 30909429.97924616
[2022-04-10 07:04:11.137502]Total energy: 30848933.882782716
[2022-04-10 07:05:14.645697]Total energy: 30891184.49180667
[2022-04-10 07:06:05.232197]Total energy: 30925909.21317284
[2022-04-10 07:06:49.473063]Total energy: 30884196.05139732
[2022-04-10 07:07:34.034637]Total energy: 30911203.642635513
[2022-04-10 07:08:18.035851]Total energy: 30917304.881729405
[2022-04-10 07:09:02.226857]Total energy: 30887459.535252184
[2022-04-10 07:09:46.164509]Total energy: 30879408.980595786
[2022-04-10 07:10:30.433138]Total energy: 30849034.78185414
[2022-04-10 07:11:14.292967]Total energy: 30888181.151347846
[2022-04-10 07:11:58.154043]Total energy: 30897950.73625842
[2022-04-10 07:12:41.922565]Total energy: 30886445.627423096
[2022-04-10 07:13:26.212950]Total energy: 30912049.306378845
[2022-04-10 07:14:10.235005]Total energy: 30892597.221178085
[2022-04-10 07:14:54.666703]Total energy: 30836834.552474376
[2022-04-10 07:15:38.421799]Total energy: 30925231.611460287
[2022-04-10 07:16:22.396274]Total energy: 30893032.03349145
[2022-04-10 07:17:07.403480]Total energy: 30899960.014862873
[2022-04-10 07:17:51.155911]Total energy: 30923052.955674563
[2022-04-10 07:18:36.358575]Total energy: 30919884.984871462
[2022-04-10 07:19:20.495460]Total energy: 30920736.304335427
[2022-04-10 07:20:04.206274]Total energy: 30931652.197611365
[2022-04-10 07:20:48.772859]Total energy: 30925914.766404152
[2022-04-10 07:21:33.370265]Total energy: 30877154.880390413
[2022-04-10 07:22:18.254495]Total energy: 30893663.23763993
[2022-04-10 07:23:02.238751]Total energy: 30897260.602276344
[2022-04-10 07:23:46.523666]Total energy: 30901705.851420358
[2022-04-10 07:24:30.802211]Total energy: 30925707.24022501
[2022-04-10 07:25:14.941229]Total energy: 30892747.397584144
[2022-04-10 07:25:58.857418]Total energy: 30934371.085486796
[2022-04-10 07:26:42.644175]Total energy: 30910031.93415066
[2022-04-10 07:27:26.543244]Total energy: 30967914.758486833
[2022-04-10 07:28:10.933034]Total energy: 30915142.6596839
[2022-04-10 07:28:54.813020]Total energy: 30911245.57084499
[2022-04-10 07:29:39.217111]Total energy: 30911484.525172826
[2022-04-10 07:30:32.966194]Total energy: 30913112.965221968
[2022-04-10 07:31:26.366110]Total energy: 30920052.39421562
[2022-04-10 07:32:16.630634]Total energy: 30888946.440719843
[2022-04-10 07:33:00.664148]Total energy: 30861747.837112043
[2022-04-10 07:33:44.238266]Total energy: 30924539.59602103
[2022-04-10 07:34:29.048294]Total energy: 30894725.35708641
[2022-04-10 07:35:12.926582]Total energy: 30930576.166100234
[2022-04-10 07:35:56.825524]Total energy: 30955914.127093635
[2022-04-10 07:36:40.523667]Total energy: 30920361.92281025
[2022-04-10 07:37:24.937560]Total energy: 30939584.33130798
[2022-04-10 07:38:08.513191]Total energy: 30910239.348244123
[2022-04-10 07:38:52.388525]Total energy: 30916494.28762742
[2022-04-10 07:39:36.510420]Total energy: 30930733.835694842
[2022-04-10 07:40:27.160056]Total energy: 30917412.57196135
[2022-04-10 07:41:41.637070]Total energy: 30950215.204335336
[2022-04-10 07:42:40.756994]Total energy: 30933153.82541667
[2022-04-10 07:43:36.832947]Total energy: 30947852.953793287
[2022-04-10 07:44:33.363428]Total energy: 30887891.9813288
[2022-04-10 07:45:33.296780]Total energy: 30911735.33972321
[2022-04-10 07:46:31.897096]Total energy: 30860077.321235362
[2022-04-10 07:47:29.798209]Total energy: 30906311.67841725
[2022-04-10 07:48:28.989997]Total energy: 30921932.50362673
[2022-04-10 07:49:28.775630]Total energy: 30904051.043223783
[2022-04-10 07:50:25.269514]Total energy: 30900199.142339278
[2022-04-10 07:51:20.865556]Total energy: 30914016.48129084
[2022-04-10 07:52:19.316288]Total energy: 30903549.483327128
[2022-04-10 07:53:16.855535]Total energy: 30935059.615465246
[2022-04-10 07:54:15.505971]Total energy: 30872615.146709573
[2022-04-10 07:55:15.886523]Total energy: 30904880.523062635
[2022-04-10 07:56:17.384381]Total energy: 30864604.121308196
[2022-04-10 07:57:06.193832]Total energy: 30946114.80551396
[2022-04-10 07:57:49.962514]Total energy: 30940507.41369614
[2022-04-10 07:58:33.929669]Total energy: 30859158.378434733
[2022-04-10 07:59:18.211215]Total energy: 30896614.867073055
[2022-04-10 08:00:02.428734]Total energy: 30893582.315086327
[2022-04-10 08:01:03.571798]Total energy: 30961176.25104604
[2022-04-10 08:02:01.670987]Total energy: 30912953.29225212
[2022-04-10 08:02:53.082495]Total energy: 30893938.86888189
[2022-04-10 08:03:40.543521]Total energy: 30917543.426695883
[2022-04-10 08:04:24.743407]Total energy: 30877774.901184678
[2022-04-10 08:05:08.432474]Total energy: 30917103.385289475
[2022-04-10 08:05:52.683456]Total energy: 30910807.968063932
[2022-04-10 08:06:36.382488]Total energy: 30881330.617010795
[2022-04-10 08:07:20.887449]Total energy: 30898723.49595076
[2022-04-10 08:08:04.722394]Total energy: 30906795.46996719
[2022-04-10 08:08:48.789177]Total energy: 30948021.49813754
[2022-04-10 08:09:32.703353]Total energy: 30873974.928219758
[2022-04-10 08:10:17.347950]Total energy: 30904264.10511922
[2022-04-10 08:11:19.491374]Total energy: 30911094.738259643
[2022-04-10 08:12:24.748034]Total energy: 30927516.045201696
[2022-04-10 08:13:17.160081]Total energy: 30883852.26526824
[2022-04-10 08:14:01.993106]Total energy: 30875462.114666052
[2022-04-10 08:14:46.520945]Total energy: 30914909.72448192
[2022-04-10 08:15:30.542479]Total energy: 30917524.99446909
[2022-04-10 08:16:14.383323]Total energy: 30883279.254040796
[2022-04-10 08:16:58.369719]Total energy: 30887894.354572907
[2022-04-10 08:17:42.099931]Total energy: 30911521.6492309
[2022-04-10 08:18:31.136315]Total energy: 30903046.41778647
[2022-04-10 08:19:15.079114]Total energy: 30871320.83049187
[2022-04-10 08:19:58.833853]Total energy: 30912493.34261925
[2022-04-10 08:20:49.251173]Total energy: 30915256.254464287
[2022-04-10 08:21:46.760990]Total energy: 30917452.911785323
[2022-04-10 08:22:39.120176]Total energy: 30897778.328183766
[2022-04-10 08:23:23.566203]Total energy: 30900930.709900945
[2022-04-10 08:24:08.361699]Total energy: 30866252.092756476
[2022-04-10 08:24:52.331510]Total energy: 30934142.080477513
[2022-04-10 08:25:36.722496]Total energy: 30877905.361347154
[2022-04-10 08:26:20.526124]Total energy: 30907800.68531104
[2022-04-10 08:27:04.727852]Total energy: 30941311.34418373
[2022-04-10 08:27:48.647435]Total energy: 30867190.225676194
[2022-04-10 08:28:32.497535]Total energy: 30879839.308617093
[2022-04-10 08:29:16.590969]Total energy: 30916160.601016384
[2022-04-10 08:30:00.643188]Total energy: 30928516.627594724
[2022-04-10 08:31:06.038673]Total energy: 30937208.75514528
[2022-04-10 08:32:25.993210]Total energy: 30877702.797109738
[2022-04-10 08:33:26.678314]Total energy: 30899511.94762333
[2022-04-10 08:34:24.210219]Total energy: 30882888.556819875
[2022-04-10 08:35:13.767181]Total energy: 30940634.727528043
[2022-04-10 08:35:57.784633]Total energy: 30932497.505386796
[2022-04-10 08:36:41.841127]Total energy: 30907249.29585704
[2022-04-10 08:37:25.878888]Total energy: 30862848.861840226
[2022-04-10 08:38:09.688687]Total energy: 30937951.593105547
[2022-04-10 08:38:53.800518]Total energy: 30963076.75058346
[2022-04-10 08:39:37.763968]Total energy: 30898265.442525245
[2022-04-10 08:40:26.231208]Total energy: 30927298.44369546
[2022-04-10 08:41:10.491434]Total energy: 30897929.655494735
[2022-04-10 08:41:54.555133]Total energy: 30900768.25985306
[2022-04-10 08:42:38.989200]Total energy: 30929521.682055667
[2022-04-10 08:43:22.951221]Total energy: 30890973.20638005
[2022-04-10 08:44:07.421974]Total energy: 30875402.00845313
[2022-04-10 08:44:51.005478]Total energy: 30937159.886129934
[2022-04-10 08:45:35.792882]Total energy: 30861368.50896867
[2022-04-10 08:46:19.718203]Total energy: 30882497.10555027
[2022-04-10 08:47:03.998479]Total energy: 30876386.7460769
[2022-04-10 08:47:48.411911]Total energy: 30934766.477805078
[2022-04-10 08:48:34.291579]Total energy: 30904287.90484583
[2022-04-10 08:49:18.151530]Total energy: 30896714.729170345
[2022-04-10 08:50:02.586422]Total energy: 30913279.07407001
[2022-04-10 08:50:46.080802]Total energy: 30915595.80005611
[2022-04-10 08:51:29.798311]Total energy: 30955546.375698693
[2022-04-10 08:52:13.933056]Total energy: 30926837.946138296
[2022-04-10 08:52:57.563558]Total energy: 30919661.77349333
[2022-04-10 08:53:41.489139]Total energy: 30929170.060582332
[2022-04-10 08:54:25.016556]Total energy: 30945277.09281258
[2022-04-10 08:55:08.815401]Total energy: 30903927.512047525
[2022-04-10 08:55:56.007357]Total energy: 30905366.848470893
[2022-04-10 08:56:39.867934]Total energy: 30914846.31812197
[2022-04-10 08:57:23.649156]Total energy: 30901220.83505366
[2022-04-10 08:58:07.357436]Total energy: 30868549.054286353
[2022-04-10 08:58:51.866148]Total energy: 30922135.82950092
[2022-04-10 08:59:35.812721]Total energy: 30916528.07887997
[2022-04-10 09:00:19.813298]Total energy: 30878774.16771445
[2022-04-10 09:01:12.742459]Total energy: 30881650.034146596
[2022-04-10 09:02:06.335175]Total energy: 30913703.967125177
[2022-04-10 09:02:58.814942]Total energy: 30905211.036022484
[2022-04-10 09:03:50.970647]Total energy: 30932258.709721245
[2022-04-10 09:04:39.189222]Total energy: 30945779.12567194
[2022-04-10 09:05:23.200537]Total energy: 30919283.738491196
[2022-04-10 09:06:07.191464]Total energy: 30887188.31948062
[2022-04-10 09:06:51.752859]Total energy: 30889335.298829526
[2022-04-10 09:07:35.472879]Total energy: 30875838.153800227
[2022-04-10 09:08:19.198552]Total energy: 30911200.56131233
[2022-04-10 09:09:03.524435]Total energy: 30895343.98627118
[2022-04-10 09:09:47.747826]Total energy: 30885103.80313517
[2022-04-10 09:10:53.917293]Total energy: 30851513.967028826
[2022-04-10 09:11:55.446574]Total energy: 30891039.872265857
[2022-04-10 09:12:57.318725]Total energy: 30943267.915240146
[2022-04-10 09:13:49.819772]Total energy: 30889467.596076548
[2022-04-10 09:14:33.464896]Total energy: 30901238.141313355
[2022-04-10 09:15:17.250998]Total energy: 30898419.807087418
[2022-04-10 09:16:01.398791]Total energy: 30904556.140399914
[2022-04-10 09:16:45.402467]Total energy: 30917471.594948236
[2022-04-10 09:17:29.071182]Total energy: 30922573.66543551
[2022-04-10 09:18:12.986794]Total energy: 30891176.58375908
[2022-04-10 09:18:57.204161]Total energy: 30900584.038712118
[2022-04-10 09:19:40.942551]Total energy: 30856822.76071434
[2022-04-10 09:20:24.857868]Total energy: 30922294.485931177
[2022-04-10 09:21:12.326916]Total energy: 30903475.710725293
[2022-04-10 09:21:56.617169]Total energy: 30865525.434450988
[2022-04-10 09:22:42.744881]Total energy: 30896443.97766902
[2022-04-10 09:23:26.871034]Total energy: 30897817.606082067
[2022-04-10 09:24:11.133463]Total energy: 30885566.958501883
[2022-04-10 09:24:55.126545]Total energy: 30925188.593320165
[2022-04-10 09:25:39.132675]Total energy: 30917360.10173968
[2022-04-10 09:26:23.216801]Total energy: 30869125.65727118
[2022-04-10 09:27:07.429783]Total energy: 30866349.237534218
[2022-04-10 09:27:51.102533]Total energy: 30902030.915501397
[2022-04-10 09:28:34.816004]Total energy: 30947262.762610674
[2022-04-10 09:29:18.778648]Total energy: 30894027.60329331
[2022-04-10 09:30:02.616344]Total energy: 30919447.299993183
[2022-04-10 09:30:48.731839]Total energy: 30899427.04954346
[2022-04-10 09:31:32.715204]Total energy: 30895922.606131863
[2022-04-10 09:32:16.499900]Total energy: 30851856.09761992
[2022-04-10 09:33:00.655789]Total energy: 30931445.188282695
[2022-04-10 09:33:45.857798]Total energy: 30891285.332054805
[2022-04-10 09:34:29.883948]Total energy: 30931327.084306967
[2022-04-10 09:35:13.690078]Total energy: 30897420.364035755
[2022-04-10 09:35:58.010549]Total energy: 30929203.8799097
[2022-04-10 09:36:42.448734]Total energy: 30911771.171281636
[2022-04-10 09:37:26.256212]Total energy: 30872878.126773585
[2022-04-10 09:38:09.775989]Total energy: 30912294.43932695
[2022-04-10 09:38:54.980136]Total energy: 30907850.732431263
[2022-04-10 09:39:38.745195]Total energy: 30918262.261553194
[2022-04-10 09:40:45.754706]Total energy: 30895227.864432007
[2022-04-10 09:41:49.604340]Total energy: 30912760.17582694
[2022-04-10 09:42:54.245531]Total energy: 30889669.291391112
[2022-04-10 09:43:55.673390]Total energy: 30909088.80706068
[2022-04-10 09:44:52.836258]Total energy: 30887400.219882533
[2022-04-10 09:45:42.834382]Total energy: 30889725.214712653
[2022-04-10 09:46:26.613645]Total energy: 30891355.249835327
[2022-04-10 09:47:10.463755]Total energy: 30939944.723112717
[2022-04-10 09:47:55.834397]Total energy: 30900202.974938113
[2022-04-10 09:48:39.540538]Total energy: 30935768.045501206
[2022-04-10 09:49:23.586719]Total energy: 30897958.994724352
[2022-04-10 09:50:07.423493]Total energy: 30948936.000669006
[2022-04-10 09:51:08.764709]Total energy: 30936443.525127612
[2022-04-10 09:52:13.590093]Total energy: 30923014.525432486
[2022-04-10 09:53:04.390673]Total energy: 30897787.91858657
[2022-04-10 09:53:58.630205]Total energy: 30891106.568892483
[2022-04-10 09:54:54.668217]Total energy: 30912672.201327432
[2022-04-10 09:55:52.013368]Total energy: 30912140.3966338
[2022-04-10 09:56:47.945828]Total energy: 30945941.409508698
[2022-04-10 09:57:36.663473]Total energy: 30936644.068619028
[2022-04-10 09:58:20.512087]Total energy: 30897061.71932544
[2022-04-10 09:59:04.069824]Total energy: 30910363.21459326
[2022-04-10 09:59:47.831446]Total energy: 30922940.943996403
[2022-04-10 10:00:51.153035]Total energy: 30897453.98299986
[2022-04-10 10:02:01.756250]Total energy: 30936168.33308799
[2022-04-10 10:02:56.615479]Total energy: 30928820.860433623
[2022-04-10 10:03:50.491525]Total energy: 30945039.047297172
[2022-04-10 10:04:36.637067]Total energy: 30910273.842947822
[2022-04-10 10:05:20.271322]Total energy: 30906730.796901852
[2022-04-10 10:06:08.213699]Total energy: 30964395.66492431
[2022-04-10 10:06:52.278157]Total energy: 30953601.347091883
[2022-04-10 10:07:39.744611]Total energy: 30869418.092599098
[2022-04-10 10:08:23.280382]Total energy: 30876746.084740613
[2022-04-10 10:09:07.335250]Total energy: 30905864.860910635
[2022-04-10 10:09:52.754127]Total energy: 30880689.78603518
[2022-04-10 10:10:46.204925]Total energy: 30922689.056669563
[2022-04-10 10:11:45.273707]Total energy: 30925083.29318289
[2022-04-10 10:12:40.216477]Total energy: 30900266.600302905
[2022-04-10 10:13:36.752723]Total energy: 30907986.93137814
[2022-04-10 10:14:30.266341]Total energy: 30887327.867537104
[2022-04-10 10:15:15.241818]Total energy: 30913016.33161752
[2022-04-10 10:15:58.855358]Total energy: 30904719.479013603
[2022-04-10 10:16:43.478626]Total energy: 30883360.986902706
[2022-04-10 10:17:27.331806]Total energy: 30896092.536449056
[2022-04-10 10:18:10.803235]Total energy: 30929868.92554549
[2022-04-10 10:19:02.659498]Total energy: 30884157.42006333
[2022-04-10 10:19:47.281434]Total energy: 30920454.09800192
[2022-04-10 10:20:51.424816]Total energy: 30902369.19071422
[2022-04-10 10:21:56.325261]Total energy: 30873524.067350313
[2022-04-10 10:22:54.786037]Total energy: 30886384.68130505
[2022-04-10 10:23:54.171097]Total energy: 30932066.777058505
[2022-04-10 10:24:52.075989]Total energy: 30932819.207166567
[2022-04-10 10:25:48.696267]Total energy: 30856479.38337053
[2022-04-10 10:26:34.926347]Total energy: 30918955.328409765
[2022-04-10 10:27:18.284540]Total energy: 30915645.156767346
[2022-04-10 10:28:01.870403]Total energy: 30895952.624263197
[2022-04-10 10:28:45.635624]Total energy: 30893553.60874217
[2022-04-10 10:29:29.595900]Total energy: 30943907.677354988
[2022-04-10 10:30:13.774502]Total energy: 30912442.332573675
[2022-04-10 10:30:59.528941]Total energy: 30888455.378255565
[2022-04-10 10:31:43.418261]Total energy: 30941507.75851737
[2022-04-10 10:32:28.282033]Total energy: 30876533.63976952
[2022-04-10 10:33:12.017445]Total energy: 30918726.92751604
[2022-04-10 10:33:55.876810]Total energy: 30914850.061625835
[2022-04-10 10:34:39.612638]Total energy: 30907607.279161416
[2022-04-10 10:35:23.403084]Total energy: 30907015.307992045
[2022-04-10 10:36:07.591044]Total energy: 30913564.82594739
[2022-04-10 10:36:51.825381]Total energy: 30921716.627638973
[2022-04-10 10:37:35.373378]Total energy: 30929887.09986692
[2022-04-10 10:38:19.408719]Total energy: 30897316.811333504
[2022-04-10 10:39:03.625408]Total energy: 30936355.072946623
[2022-04-10 10:39:47.427359]Total energy: 30959373.552475743
[2022-04-10 10:40:32.403629]Total energy: 30889217.65620163
[2022-04-10 10:41:16.600275]Total energy: 30895914.405072775
[2022-04-10 10:42:02.142801]Total energy: 30906700.534859717
[2022-04-10 10:42:45.735600]Total energy: 30933547.211375117
[2022-04-10 10:43:29.422790]Total energy: 30938823.39887564
[2022-04-10 10:44:14.299785]Total energy: 30954319.525098428
[2022-04-10 10:45:01.951766]Total energy: 30925715.211790744
[2022-04-10 10:45:45.671181]Total energy: 30870922.51689174
[2022-04-10 10:46:29.434982]Total energy: 30900009.053544402
[2022-04-10 10:47:13.307662]Total energy: 30916369.853001818
[2022-04-10 10:47:57.200282]Total energy: 30866417.24664948
[2022-04-10 10:48:40.812305]Total energy: 30912965.741886836
[2022-04-10 10:49:24.316982]Total energy: 30934988.20195272
[2022-04-10 10:50:08.736310]Total energy: 30915675.496617924
[2022-04-10 10:51:18.136117]Total energy: 30913967.933352552
[2022-04-10 10:52:31.551195]Total energy: 30927773.685736243
[2022-04-10 10:53:50.657190]Total energy: 30875990.78715014
[2022-04-10 10:55:10.308353]Total energy: 30893302.614841066
[2022-04-10 10:56:27.713999]Total energy: 30884085.92403052
[2022-04-10 10:57:24.347993]Total energy: 30894792.700962503
[2022-04-10 10:58:22.985455]Total energy: 30934149.353327222
[2022-04-10 10:59:22.375645]Total energy: 30945600.60903737
[2022-04-10 11:00:12.592296]Total energy: 30918122.42680186
[2022-04-10 11:00:56.666088]Total energy: 30898172.53407237
[2022-04-10 11:01:40.344547]Total energy: 30929297.20164987
[2022-04-10 11:02:25.151354]Total energy: 30877517.05623224
[2022-04-10 11:03:09.323126]Total energy: 30912327.068484817
[2022-04-10 11:03:53.312249]Total energy: 30939471.763525058
[2022-04-10 11:04:37.127065]Total energy: 30868369.954560526
[2022-04-10 11:05:21.728468]Total energy: 30917502.87801403
[2022-04-10 11:06:07.353940]Total energy: 30934265.48034226
[2022-04-10 11:06:55.176762]Total energy: 30877860.774760902
[2022-04-10 11:07:39.414877]Total energy: 30919537.78410115
[2022-04-10 11:08:22.972230]Total energy: 30918275.006578106
[2022-04-10 11:09:06.724594]Total energy: 30890908.089111943
[2022-04-10 11:09:51.156904]Total energy: 30900749.471711908
[2022-04-10 11:10:54.032651]Total energy: 30920432.006818578
[2022-04-10 11:12:15.504110]Total energy: 30905259.883758627
[2022-04-10 11:13:11.735692]Total energy: 30892215.728066575
[2022-04-10 11:14:08.090010]Total energy: 30897915.38879822
[2022-04-10 11:15:04.174820]Total energy: 30908712.990756363
[2022-04-10 11:16:00.232744]Total energy: 30942769.888625834
[2022-04-10 11:16:56.958657]Total energy: 30887513.35587479
[2022-04-10 11:17:47.544729]Total energy: 30869892.60948017
[2022-04-10 11:18:31.671512]Total energy: 30893329.715929
[2022-04-10 11:19:16.351932]Total energy: 30830291.240550693
[2022-04-10 11:20:00.066821]Total energy: 30895309.773845293
[2022-04-10 11:20:44.287262]Total energy: 30856689.51773694
[2022-04-10 11:21:29.018449]Total energy: 30895170.946500275
[2022-04-10 11:22:14.286871]Total energy: 30889429.49498737
[2022-04-10 11:22:57.917913]Total energy: 30896370.913527764
[2022-04-10 11:23:41.925002]Total energy: 30845938.484839827
[2022-04-10 11:24:26.370939]Total energy: 30877433.2465777
[2022-04-10 11:25:11.699719]Total energy: 30873094.956572033
[2022-04-10 11:25:55.522787]Total energy: 30877072.914531082
[2022-04-10 11:26:39.235719]Total energy: 30831484.602175545
